,lat,lon,ort,bezeichnung,gemeindeschluessel,gemeindeschluessel_text
348,53.82151223,11.25210947,LK Nordwestmecklenburg,Landkreis,13074.0,14521
349,53.78951116,13.78069636,LK Vorpommern-Greifswald,Landkreis,13075.0,14522
350,53.45004704,11.53414161,LK Ludwigslust-Parchim,Landkreis,13076.0,14523
351,50.82630369,12.9118299,SK Chemnitz,Kreisfreie Stadt,14511.0,14524
352,50.60889842,12.94507247,LK Erzgebirgskreis,Landkreis,14521.0,14612
353,50.95581664,13.13750681,LK Mittelsachsen,Landkreis,14522.0,14625
354,50.45679294,12.23499962,LK Vogtlandkreis,Landkreis,14523.0,14626
355,50.750774799999995,12.52580551,LK Zwickau,Landkreis,14524.0,14627
356,51.06644429,13.78344907,SK Dresden,Kreisfreie Stadt,14612.0,14628
357,51.26891358,14.23100852,LK Bautzen,Landkreis,14625.0,14713
358,51.22561775,14.75079681,LK Görlitz,Landkreis,14626.0,14729
359,51.23939775,13.48290068,LK Meißen,Landkreis,14627.0,14730
360,50.91671794,13.87343405,LK Sächsische Schweiz-Osterzgebirge,Landkreis,14628.0,15001
361,51.3422386,12.37477176,SK Leipzig,Kreisfreie Stadt,14713.0,15002
362,51.22143667,12.59949087,LK Leipzig,Landkreis,14729.0,15003
363,51.47286508,12.77939676,LK Nordsachsen,Landkreis,14730.0,15081
364,51.85373809,12.23105596,SK Dessau-Roßlau,Kreisfreie Stadt,15001.0,15082
365,51.47980191,11.96849683,SK Halle,Kreisfreie Stadt,15002.0,15083
366,52.11659764,11.64148202,SK Magdeburg,Kreisfreie Stadt,15003.0,15084
367,52.68004816,11.22704527,LK Altmarkkreis Salzwedel,Landkreis,15081.0,15085
368,51.79544503,12.14320207,LK Anhalt-Bitterfeld,Landkreis,15082.0,15086
369,52.220712299999995,11.34783843,LK Börde,Landkreis,15083.0,15087
370,51.14722563,11.88342243,LK Burgenlandkreis,Landkreis,15084.0,15088
371,51.82129589,10.95854382,LK Harz,Landkreis,15085.0,15089
372,52.26078983,12.02651884,LK Jerichower Land,Landkreis,15086.0,15090
373,51.53569018,11.35635847,LK Mansfeld-Südharz,Landkreis,15087.0,15091
374,51.42567108,11.86547404,LK Saalekreis,Landkreis,15088.0,16051
375,51.85185919,11.64272562,LK Salzlandkreis,Landkreis,15089.0,16052
376,52.69677817,11.83953435,LK Stendal,Landkreis,15090.0,16053
377,51.82014007,12.70158824,LK Wittenberg,Landkreis,15091.0,16054
378,50.98325269,11.02022481,SK Erfurt,Kreisfreie Stadt,16051.0,16055
379,50.89401708,12.08269619,SK Gera,Kreisfreie Stadt,16052.0,16056
380,50.9242638,11.58701125,SK Jena,Kreisfreie Stadt,16053.0,16061
381,50.61160285,10.68817756,SK Suhl,Kreisfreie Stadt,16054.0,16062
382,50.97834717,11.31787228,SK Weimar,Kreisfreie Stadt,16055.0,16063
383,50.98967606,10.30010232,SK Eisenach,Kreisfreie Stadt,16056.0,16064
384,51.3836492,10.25348539,LK Eichsfeld,Landkreis,16061.0,16065
385,51.50227798,10.73090674,LK Nordhausen,Landkreis,16062.0,16066
386,50.8858017,10.21070395,LK Wartburgkreis,Landkreis,16063.0,16067
387,51.18523871,10.55179556,LK Unstrut-Hainich-Kreis,Landkreis,16064.0,16068
388,51.32476308,10.984833199999999,LK Kyffhäuserkreis,Landkreis,16065.0,16069
389,50.63070769,10.40504341,LK Schmalkalden-Meiningen,Landkreis,16066.0,16070
390,50.91066058,10.69376272,LK Gotha,Landkreis,16067.0,16071
391,51.15780806,11.15475118,LK Sömmerda,Landkreis,16068.0,16072
392,50.43400275,10.73409041,LK Hildburghausen,Landkreis,16069.0,16073
393,50.73793376,10.96635749,LK Ilm-Kreis,Landkreis,16070.0,16074
394,50.971571999999995,11.37355327,LK Weimarer Land,Landkreis,16071.0,16075
395,50.41463055,11.13295266,LK Sonneberg,Landkreis,16072.0,16076
396,50.63779796,11.30911625,LK Saalfeld-Rudolstadt,Landkreis,16073.0,16077
397,50.90417214,11.73153078,LK Saale-Holzland-Kreis,Landkreis,16074.0,
398,50.58084802,11.71057373,LK Saale-Orla-Kreis,Landkreis,16075.0,
399,50.74845955,12.07407057,LK Greiz,Landkreis,16076.0,
400,50.95642466,12.39913134,LK Altenburger Land,Landkreis,16077.0,
401,,,,,,
